x,y,z
0.0,1.0,1.001808140443748
0.3448275862068966,0.7221027941520076,0.7309739225424912
0.6896551724137931,0.1717061210550045,0.18765320890743553
1.0344827586206897,-0.38108724209679284,-0.34998419712691775
1.3793103448275863,-0.6999516178167771,-0.6990199343297606
1.7241379310344829,-0.6788865450622159,-0.6791192824711363
2.0689655172413794,-0.37068275205397616,-0.36534153268302694
2.413793103448276,0.056075865282845395,0.06812381921182054
2.7586206896551726,0.4039086081977747,0.40690413441101647
3.1034482758620694,0.5344760873198658,0.5344569979833357
3.4482758620689657,0.42002482597812746,0.4196191999078273
3.793103448275862,0.14098867029957252,0.14969031334592509
4.137931034482759,-0.16229168506185765,-0.15922151360699216
4.482758620689656,-0.35720607504581264,-0.3511887311394605
4.827586206896552,-0.374497185084249,-0.375797157362454
5.172413793103448,-0.2296677226760734,-0.2373862583191945
5.517241379310345,-0.005440901569202836,-0.003941913660466908
5.862068965517242,0.19221927024920268,0.19578552377287936
6.206896551724139,0.28234403339010117,0.28187715358546517
6.551724137931035,0.24030932788463713,0.2383270235118515
6.8965517241379315,0.10108959352358284,0.10066223141480134
7.241379310344828,-0.06335342251466503,-0.06224020208432617
7.586206896551724,-0.17956045274614812,-0.18060883908373868
7.931034482758621,-0.2041313196872418,-0.20427345582061518
8.275862068965518,-0.13838192955896142,-0.1340302697819648
8.620689655172415,-0.022021166695973385,-0.021172689886270163
8.965517241379311,0.08874953948467468,0.08597459841466332
9.310344827586208,0.14735651336695932,0.14839132355642484
9.655172413793103,0.1354981604584747,0.13209171856200264
10.0,0.06731628166331842,0.06811141886547062
